[20Apr2025 02:17:05.102] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[20Apr2025 02:17:05.106] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.14 by Ubuntu; OS Linux arch amd64 version 6.8.0-1021-azure
[20Apr2025 02:17:05.492] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[20Apr2025 02:17:05.544] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Serversitoxd/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[20Apr2025 02:17:05.830] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.832] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.833] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.834] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:06.011] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[20Apr2025 02:17:06.012] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 4 dependencies adding them to mods collection
[20Apr2025 02:17:08.083] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[20Apr2025 02:17:08.187] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[20Apr2025 02:17:08.360] [main/WARN] [mixin/]: Reference map 'coroutil.refmap.json' for coroutil.mixins.json could not be read. If this is a development environment you can ignore this message
[20Apr2025 02:17:09.798] [main/INFO] [MixinExtras|Service/]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[20Apr2025 02:17:16.350] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id architectury:sync_ids
[20Apr2025 02:17:16.353] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[20Apr2025 02:17:16.360] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[20Apr2025 02:17:16.365] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[20Apr2025 02:17:16.367] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[20Apr2025 02:17:16.370] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[20Apr2025 02:17:16.374] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/ea038224ea783d40b2863f52239e2604
[20Apr2025 02:17:16.375] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/97ad64b7ecaf33209991c4f031501a58
[20Apr2025 02:17:16.504] [modloading-worker-0/INFO] [coroutil/]: forge loader environment detected
[20Apr2025 02:17:16.949] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 47.3.7, for MC 1.20.1 with MCP 20230612.114412
[20Apr2025 02:17:16.950] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v47.3.7 Initialized
[20Apr2025 02:17:17.141] [modloading-worker-0/INFO] [be.florens.expandability.ExpandAbility/]: ExpandAbility here, who dis?
[20Apr2025 02:17:22.417] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:deathworm_giant_attack Expected: 1532 Got: 2041
[20Apr2025 02:17:22.418] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:deathworm_giant_hurt Expected: 1533 Got: 2042
[20Apr2025 02:17:22.418] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:deathworm_giant_die Expected: 1534 Got: 2043
[20Apr2025 02:17:22.418] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:naga_idle Expected: 1535 Got: 2044
[20Apr2025 02:17:22.419] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:naga_attack Expected: 1536 Got: 2045
[20Apr2025 02:17:22.419] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:naga_hurt Expected: 1537 Got: 2046
[20Apr2025 02:17:22.419] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:naga_die Expected: 1538 Got: 2047
[20Apr2025 02:17:22.419] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:mermaid_idle Expected: 1539 Got: 2048
[20Apr2025 02:17:22.420] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:mermaid_hurt Expected: 1540 Got: 2049
[20Apr2025 02:17:22.420] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:mermaid_die Expected: 1541 Got: 2050
[20Apr2025 02:17:22.420] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:siren_song Expected: 1542 Got: 2051
[20Apr2025 02:17:22.420] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:troll_die Expected: 1543 Got: 2052
[20Apr2025 02:17:22.420] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:troll_idle Expected: 1544 Got: 2053
[20Apr2025 02:17:22.420] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:troll_hurt Expected: 1545 Got: 2054
[20Apr2025 02:17:22.420] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:troll_roar Expected: 1546 Got: 2055
[20Apr2025 02:17:22.420] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:cockatrice_die Expected: 1547 Got: 2056
[20Apr2025 02:17:22.420] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:cockatrice_idle Expected: 1548 Got: 2057
[20Apr2025 02:17:22.421] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:cockatrice_hurt Expected: 1549 Got: 2058
[20Apr2025 02:17:22.422] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:cockatrice_cry Expected: 1550 Got: 2059
[20Apr2025 02:17:22.423] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:stymphalian_bird_die Expected: 1551 Got: 2060
[20Apr2025 02:17:22.424] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:stymphalian_bird_idle Expected: 1552 Got: 2061
[20Apr2025 02:17:22.424] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:stymphalian_bird_hurt Expected: 1553 Got: 2062
[20Apr2025 02:17:22.425] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:stymphalian_bird_attack Expected: 1554 Got: 2063
[20Apr2025 02:17:22.425] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:myrmex_die Expected: 1555 Got: 2064
[20Apr2025 02:17:22.425] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:myrmex_idle Expected: 1556 Got: 2065
[20Apr2025 02:17:22.425] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:myrmex_hurt Expected: 1557 Got: 2066
[20Apr2025 02:17:22.426] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:myrmex_walk Expected: 1558 Got: 2067
[20Apr2025 02:17:22.426] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:myrmex_bite Expected: 1559 Got: 2068
[20Apr2025 02:17:22.426] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:myrmex_sting Expected: 1560 Got: 2069
[20Apr2025 02:17:22.426] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:amphithere_die Expected: 1561 Got: 2070
[20Apr2025 02:17:22.426] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:amphithere_idle Expected: 1562 Got: 2071
[20Apr2025 02:17:22.426] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:amphithere_hurt Expected: 1563 Got: 2072
[20Apr2025 02:17:22.426] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:amphithere_bite Expected: 1564 Got: 2073
[20Apr2025 02:17:22.427] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:amphithere_gust Expected: 1565 Got: 2074
[20Apr2025 02:17:22.427] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:sea_serpent_die Expected: 1566 Got: 2075
[20Apr2025 02:17:22.427] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:sea_serpent_idle Expected: 1567 Got: 2076
[20Apr2025 02:17:22.427] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:sea_serpent_hurt Expected: 1568 Got: 2077
[20Apr2025 02:17:22.427] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:sea_serpent_bite Expected: 1569 Got: 2078
[20Apr2025 02:17:22.427] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:sea_serpent_roar Expected: 1570 Got: 2079
[20Apr2025 02:17:22.427] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:sea_serpent_breath Expected: 1571 Got: 2080
[20Apr2025 02:17:22.427] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:sea_serpent_splash Expected: 1572 Got: 2081
[20Apr2025 02:17:22.428] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:hydra_die Expected: 1573 Got: 2082
[20Apr2025 02:17:22.428] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:hydra_idle Expected: 1574 Got: 2083
[20Apr2025 02:17:22.428] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:hydra_hurt Expected: 1575 Got: 2084
[20Apr2025 02:17:22.428] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:hydra_spit Expected: 1576 Got: 2085
[20Apr2025 02:17:22.428] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:hydra_regen_head Expected: 1577 Got: 2086
[20Apr2025 02:17:22.428] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:pixie_wand Expected: 1578 Got: 2087
[20Apr2025 02:17:22.428] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:dread_lich_summon Expected: 1579 Got: 2088
[20Apr2025 02:17:22.428] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:dread_ghoul_idle Expected: 1580 Got: 2089
[20Apr2025 02:17:22.428] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_child_idle Expected: 1581 Got: 2090
[20Apr2025 02:17:22.429] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_child_hurt Expected: 1582 Got: 2091
[20Apr2025 02:17:22.429] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_child_death Expected: 1583 Got: 2092
[20Apr2025 02:17:22.429] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_child_roar Expected: 1584 Got: 2093
[20Apr2025 02:17:22.429] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_teen_roar Expected: 1585 Got: 2094
[20Apr2025 02:17:22.429] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_teen_idle Expected: 1586 Got: 2095
[20Apr2025 02:17:22.429] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_teen_death Expected: 1587 Got: 2096
[20Apr2025 02:17:22.429] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_teen_hurt Expected: 1588 Got: 2097
[20Apr2025 02:17:22.429] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_adult_roar Expected: 1589 Got: 2098
[20Apr2025 02:17:22.429] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_adult_idle Expected: 1590 Got: 2099
[20Apr2025 02:17:22.429] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_adult_death Expected: 1591 Got: 2100
[20Apr2025 02:17:22.430] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_adult_hurt Expected: 1592 Got: 2101
[20Apr2025 02:17:22.430] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_breath Expected: 1593 Got: 2102
[20Apr2025 02:17:22.430] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:lightningdragon_breath_crackle Expected: 1594 Got: 2103
[20Apr2025 02:17:22.430] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:ghost_idle Expected: 1595 Got: 2104
[20Apr2025 02:17:22.431] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:ghost_hurt Expected: 1596 Got: 2105
[20Apr2025 02:17:22.431] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:ghost_die Expected: 1597 Got: 2106
[20Apr2025 02:17:22.431] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:ghost_attack Expected: 1598 Got: 2107
[20Apr2025 02:17:22.431] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: iceandfire:ghost_jumpscare Expected: 1599 Got: 2108
[20Apr2025 02:17:22.432] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dragon_multipart Expected: 161 Got: 292
[20Apr2025 02:17:22.432] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:multipart Expected: 162 Got: 293
[20Apr2025 02:17:22.432] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:hydra_multipart Expected: 163 Got: 294
[20Apr2025 02:17:22.432] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:cylcops_multipart Expected: 164 Got: 295
[20Apr2025 02:17:22.432] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dragon_egg Expected: 165 Got: 296
[20Apr2025 02:17:22.432] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dragon_arrow Expected: 166 Got: 297
[20Apr2025 02:17:22.433] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dragon_skull Expected: 167 Got: 298
[20Apr2025 02:17:22.433] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:fire_dragon Expected: 168 Got: 299
[20Apr2025 02:17:22.433] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:ice_dragon Expected: 169 Got: 300
[20Apr2025 02:17:22.433] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:lightning_dragon Expected: 170 Got: 301
[20Apr2025 02:17:22.433] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:fire_dragon_charge Expected: 171 Got: 302
[20Apr2025 02:17:22.433] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:ice_dragon_charge Expected: 172 Got: 303
[20Apr2025 02:17:22.433] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:lightning_dragon_charge Expected: 173 Got: 304
[20Apr2025 02:17:22.433] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:hippogryph_egg Expected: 174 Got: 305
[20Apr2025 02:17:22.433] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:hippogryph Expected: 175 Got: 306
[20Apr2025 02:17:22.434] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:stone_statue Expected: 176 Got: 307
[20Apr2025 02:17:22.434] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:gorgon Expected: 177 Got: 308
[20Apr2025 02:17:22.434] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:pixie Expected: 178 Got: 309
[20Apr2025 02:17:22.434] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:cyclops Expected: 179 Got: 310
[20Apr2025 02:17:22.434] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:siren Expected: 180 Got: 311
[20Apr2025 02:17:22.434] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:hippocampus Expected: 181 Got: 312
[20Apr2025 02:17:22.434] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:deathworm Expected: 182 Got: 313
[20Apr2025 02:17:22.435] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:deathworm_egg Expected: 183 Got: 314
[20Apr2025 02:17:22.435] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:cockatrice Expected: 184 Got: 315
[20Apr2025 02:17:22.435] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:cockatrice_egg Expected: 185 Got: 316
[20Apr2025 02:17:22.435] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:stymphalian_bird Expected: 186 Got: 317
[20Apr2025 02:17:22.435] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:stymphalian_feather Expected: 187 Got: 318
[20Apr2025 02:17:22.435] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:stymphalian_arrow Expected: 188 Got: 319
[20Apr2025 02:17:22.436] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:troll Expected: 189 Got: 320
[20Apr2025 02:17:22.436] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:myrmex_worker Expected: 190 Got: 321
[20Apr2025 02:17:22.436] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:myrmex_soldier Expected: 191 Got: 322
[20Apr2025 02:17:22.436] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:myrmex_sentinel Expected: 192 Got: 323
[20Apr2025 02:17:22.437] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:myrmex_royal Expected: 193 Got: 324
[20Apr2025 02:17:22.438] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:myrmex_queen Expected: 194 Got: 325
[20Apr2025 02:17:22.438] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:myrmex_egg Expected: 195 Got: 326
